Alérgenos,Cantidad Neta:,Cantidad neta del alimento (Formato texto libre):,Código EAN Producto:,Declaración Alérgeno:,Declaración Nutricional:,Descripción de la variante de producción:,Descripción del rango de raciones:,Descripción producto,Descripción:,Dirección Proveedor:,Fecha efectiva de la variante de producción:,Instrucciones Uso:,Lista Ingredientes:,Marca:,Menciones Obligatorias:,Modo de empleo:,Nombre Alimento:,Nombre Proveedor:,Número Raciones:,Pais Origen:,Peso Neto:,Porcentaje Alcohol:,Variedad:,child_1_cat,child_2_cat,child_3_cat,child_4_cat,child_5_cat,price,product_id,root_cat
[],1 LT,,08480000047403,,,,," ACEITE OLIVA VIRGEN EXTRA TAPON NEGRO, HACENDADO, BOTELLA 1 l",Aceite de Oliva Virgen Extra 1L,Ctra. La Carolina Km 29. 23220 Vilches (Jaén),,"El aceite a bajas temperaturas puede presentar enturbiamientos, que en nada afectan a sus características.",['ACEITE DE OILVA VIRGE EXTRA'],Hacendado,Aceite de oliva de categoría superior obtenido directamente de aceitunas y sólo mediante procedimientos mecánicos. Producto de España,,,Aceites del Sur- Coosur S.A.,,España,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4740,ALIMENTACION
[],1 LT,,08480000047403,,,"Aceite procedente no siempre de las mismas variedades de aceitunas, que en algo, puede influir en aroma y sabor del producto final.",," ACEITE OLIVA VIRGEN EXTRA TAPON NEGRO, HACENDADO, BOTELLA 1 l",Aceite de Oliva Virgen Extra Hacendado 1 l,"P.I. _Nuevo Tollo. Avda. de las Bodegas, 16, 46300 Utiel, Valencia.",,Conservar al abrigo del calor y de la luz.,['ACEITE DE OILVA VIRGE EXTRA'],Hacendado,"El aceite a bajas temperaturas, puede presentar enturbamientos, que en nada afectan a la calidad del producto. Aceite de oliva de categoría superior obtenido directamente de aceitunas y sólo mediante procedimientos mecánicos.",,,Aceites de las Heras S.L.,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4740,ALIMENTACION
[],1000 ML,,08480000047403,no contiene alérgenos,,,," ACEITE OLIVA VIRGEN EXTRA TAPON NEGRO, HACENDADO, BOTELLA 1 l",ACEITE DE OLIVA ACEITE DE OLIVA VIRGEN EXTRA HACENDADO 1000 MLT,"Parque Metropolitano, Avda. de Incar 8, 18130 Escuzar Granada",,conservar al abrigo de la luz y el calor,['ACEITE DE OILVA VIRGE EXTRA'],HACENDADO,,,,ACEITES MAEVA S.L.U,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4740,ALIMENTACION
[],1 LT,,08480000047403,,,,," ACEITE OLIVA VIRGEN EXTRA TAPON NEGRO, HACENDADO, BOTELLA 1 l",Aceite de Oliva Virgen Extra Hacendado 1l,"P.I. Sierra Sur, C/El Olivo s/n, 41560 Estepa, Sevilla.",,Conservar al abrigo del calor y de la luz.,['ACEITE DE OILVA VIRGE EXTRA'],Hacendado,El aceite a bajas temperaturas puede presentar enturbiamientos que en nada afecta a sus características. Aceite de oliva de categoría superior obtenido directamente de aceitunas y sólo mediante procedimientos mecánicos. Origen España( cooperativas asociadas a Oloestepa),,,Oleoestepa S.C.A.,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4740,ALIMENTACION
[],1 LT,,08480000047403,,,,," ACEITE OLIVA VIRGEN EXTRA TAPON NEGRO, HACENDADO, BOTELLA 1 l",Aceite de Oliva Virgen Extra Hacendado 1L,"Ctra. Rinconada - Brenes, km 11,700, 41310 Brenes (Sevilla). www.sovenagroup.com",,Conservar al abrigo del calor y de la luz,['ACEITE DE OILVA VIRGE EXTRA'],Hacendado,Aceite de oliva de categoría superior obtenido directamente de aceitunas y solo mediante procedimientos mecánicos,Cocinar y sazonar,,SOVENA ESPAÑA S.A.U.,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4740,ALIMENTACION
,1 LT,,08480000047403,,,,," ACEITE OLIVA VIRGEN EXTRA TAPON NEGRO, HACENDADO, BOTELLA 1 l",Aceite De Oliva Virgen Extra Hacendado 1L PET,"C/VALENCIA, 5; TABERNES BLANQUES 46016 - VALENCIA",,,Aceite De Oliva Virgen Extra,Hacendado,"Procedente principalmente de las variedades Picual, Hojiblanca y Arbequino.",,,MERCADONA,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4740,ALIMENTACION
[],3 LT,,08480000047113,,,,," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, GARRAFA 3 l",Aceite de Oliva Virgen 3L,Ctra. La Carolina Km 29. 23220 Vilches (Jaén),,"El aceite a bajas temperaturas puede presentar enturbiamientos, que en nada afectan a sus características.",['Aceite de oliva virgen'],Hacendado,Aceite de oliva obtenido directamente de aceitunas y sólo mediante procedimientos mecánicos. Producto de España,,Aceite de Oliva Virgen,Aceites del Sur- Coosur S.A.,,España,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,"1 LITRO: 2,90 Euros",4711,ALIMENTACION
[],3 LT,,08480000047113,no contiene alergenos,,,," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, GARRAFA 3 l",ACEITE DE OLIVA ACEITE DE OLIVA VIRGEN HACENDADO 3 LTR,"Parque Metropolitano, Avda. de Incar 8, 18130 Escuzar Granada",,conservar al abrigo de la luz y el calor,['Aceite de oliva virgen'],HACENDADO,,,,ACEITES MAEVA S.L.U,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,"1 LITRO: 2,90 Euros",4711,ALIMENTACION
[],3 LT,,08480000047113,,,De variedad Picual de olivar de montaña,300 raciones de 10ml (1 cucharada sopera)," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, GARRAFA 3 l",Aceite de Oliva Virgen Hacendado 3L,Ctra. Córdoba a Valencia s/n,,Conservar al abrigo del calor y de la luz,['Aceite de oliva virgen'],Hacendado,Aceite de Oliva Virgen: Aceite de Oliva obtenido directamente de aceitunas y solo mediante procedimientos mecánicos,,,"Olivar de Segura, SCA.",300,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,"1 LITRO: 2,90 Euros",4711,ALIMENTACION
[],3 LT,,08480000047113,,,,," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, GARRAFA 3 l",Aceite de Oliva Virgen Hacendado 3L,"Ctra. Rinconada - Brenes, km 11,700, 41310 Brenes (Sevilla). www.sovenagroup.com",,Conservar al abrigo del calor y de la luz,['Aceite de oliva virgen'],Hacendado,Aceite de oliva obtenido directamente de aceitunas y solo mediante procedimientos mecánicos,Cocinar y sazonar,,SOVENA ESPAÑA S.A.U.,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,"1 LITRO: 2,90 Euros",4711,ALIMENTACION
,3 LT,,08480000047113,,,,," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, GARRAFA 3 l",Aceite De Oliva Virgen Hacendado 3L PET,"C/VALENCIA, 5; TABERNES BLANQUES 46016 - VALENCIA",,,Aceite De Oliva Virgen,Hacendado,"Procedente principalmente de las variedades Picual, Hojiblanca y Arbequino.",,,MERCADONA,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,"1 LITRO: 2,90 Euros",4711,ALIMENTACION
[],1 LT,,08480000047496,,,,," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, BOTELLA 1 l",HACENDADO ACEITE OLIVA VIRGEN 1 L,"Avda. Josep Trepat, s/n 25300 TARREGA (LLEIDA)",,"CONSERVAR EN UN LUGAR FRESCO, SECO Y PROTEGIDO DE LA LUZ",['ACEITE DE OLIVA VIRGEN'],HACENDADO,"El aceite a bajas temperaturas puede presentar enturbamientos, que en nada afectan a sus características. Aceites de oliva obtenido directamente de aceitunas y sólo mediante procedimientos mecánicos.",,ACEITE DE OLIVA VIRGEN,"BAIEO, SAU",,España,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4749,ALIMENTACION
[],1 LT,,08480000047496,,,,," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, BOTELLA 1 l",Aceite de Oliva Virgen 1L,Ctra. La Carolina Km 29. 23220 Vilches (Jaén),,"El aceite a bajas temperaturas puede presentar enturbiamientos, que en nada afectan a sus características.",['ACEITE DE OLIVA VIRGEN'],Hacendado,Aceite de oliva obtenido directamente de aceitunas y sólo mediante procedimientos mecánicos. Producto de España,,,Aceites del Sur- Coosur S.A.,,España,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4749,ALIMENTACION
[],1000 ML,,08480000047496,no contiene alérgenos,,,," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, BOTELLA 1 l",ACEITE DE OLIVA ACEITE DE OLIVA VIRGEN HACENDADO 1000 MLT,"Parque Metropolitano, Avda. de Incar 8, 18130 Escuzar Granada",,conservar al abrigo de la luz y el calor,['ACEITE DE OLIVA VIRGEN'],HACENDADO,,,,ACEITES MAEVA S.L.U,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4749,ALIMENTACION
[],1 LT,,08480000047496,,,De variedad Picual de olivar de montaña,100 raciones de 10 ml (1 cucharada sopera).," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, BOTELLA 1 l",Aceite de Oliva Virgen Hacendado 1L,Ctra. Cordoba a Valencia s/n,,Conservar al abrigo del calor y de la luz,['ACEITE DE OLIVA VIRGEN'],Hacendado,Aceite de Oliva Virgen: Aceite de Oliva obtenido directamente de aceitunas y sólo mediante procedimientos mecánicos,,,"Olivar de Segura, SCA.",100,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4749,ALIMENTACION
[],1 LT,,08480000047496,,,,," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, BOTELLA 1 l",Aceite de Oliva Virgen Hacendado 1L,"Ctra. Rinconada - Brenes, km 11,700, 41310 Brenes (Sevilla). www.sovenagroup.com",,Conservar al abrigo del calor y de la luz,['ACEITE DE OLIVA VIRGEN'],Hacendado,Aceite de oliva obtenido directamente de aceitunas y solo mediante procedimientos mecánicos,Cocinar y sazonar,,SOVENA ESPAÑA S.A.U.,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4749,ALIMENTACION
,1 LT,,08480000047496,,,,," ACEITE OLIVA VIRGEN TAPON VERDE OSCURO ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, BOTELLA 1 l",Aceite De Oliva Virgen Hacendado 1L PET,"C/VALENCIA, 5; TABERNES BLANQUES 46016 - VALENCIA",,,Aceite De Oliva Virgen,Hacendado,"Procedente principalmente de las variedades Picual, Hojiblanca y Arbequino.",,,MERCADONA,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4749,ALIMENTACION
[],5 LT,,08480000044433,,,,," ACEITE SEMILLAS FREIR TAPON ROJO, HACENDADO, GARRAFA 5 l",Aceite de Semillas Hacendado Especial Freír 5L,"Ctra. Rinconada - Brenes, km 11,700, 41310 Brenes (Sevilla). www.sovenagroup.com",,"Ingredientes: Aceite refinado de girasol alto oleico, Aceite refinado de maíz, antiespumante (E-900)","['Ingredientes: Aceite refinado de girasol alto oleico', ' Aceite refinado de maíz', ' antiespumante (E-900)']",Hacendado,,Conservar al abrigo del calor y de la luz,Aceite refinado de semillas,SOVENA ESPAÑA S.A.U.,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,"1 LITRO: 1,38 Euros",4443,ALIMENTACION
[],1 LT,,08480000044426,,,,," ACEITE SEMILLAS FREIR TAPON ROJO, HACENDADO, BOTELLA 1 l",Aceite de Semillas Hacendado Especial Freír 1L,"Ctra. Rinconada - Brenes, km 11,700, 41310 Brenes (Sevilla). www.sovenagroup.com",,"Ingredientes: Aceite refinado de girasol alto oleico, Aceite refinado de maíz, antiespumante (E-900).","['Ingredientes: Aceite refinado de girasol alto oleico', ' Aceite refinado de maíz', ' antiespumante (E-900).']",Hacendado,,Conservar al abrigo del calor y de la luz,Aceite refinado de semillas,SOVENA ESPAÑA S.A.U.,,,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,unknown,4442,ALIMENTACION
['dióxido de azufre'],,5x10ml + 5x10ml + 5x1G,08411831220017,,,,," ACEITE VINAGRE Y SAL (MONODOSIS 5+5+5), MERRY, PAQUETE 100 cc","Monodosis de aceite de oliva Virgen Extra, Vinagre de Jerez Reserva y sal Merry sab","Av. Murcia 61, 30110 Cabezo de Torres (Murcia)",,,"['Vinagre de Jerez Reserva (Vinagre de Jerez Reserva D.O.P', ' colorante : caramelo E-150d y antioxidante : dióxido de azufre) ', ' Aceite de Oliva Virgen Extra y Sal ( Sal marina', ' antiaglomerante E-536).']",Merry sab,"Vinagre de Jerez Reserva (Vinagre de Jerez Reserva D.O.P, colorante : caramelo E-150d y antioxidante : dióxido de azufre) , Aceite de Oliva Virgen Extra y Sal ( Sal marina, antiaglomerante E-536).","Esta bolsa contiene : 5 monodosis de 10 ml de aceite de oliva virgen extra, 5 monodosis de 10 ml de vinagre de Jerez D.O.P., 5 monodosis de 1 g de sal.","Vinagre de Jerez Reserva D.O.P, Aceite de Oliva Virgen Extra y Sal.","J.R. Sabater, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ACEITES,none,none,none,"1 LITRO: 13,20 Euros",4962,ALIMENTACION
"[' huevo', 'mostaza', 'pescado', 'lácteos', 'piñones']",140 g,,08480000172655,,,,," ALIÑO (ACEITE OLIVA, AJO Y PEREJIL) REFRIGERADO, HACENDADO, TARRINA 150 g","Aliño Aceite, Ajo y Perejil","Pol. Ind. El Ramal, Crta. de Sartaguda, 10 - 31580 Lodosa (Navarra)",,Sin gluten.,"['Aceite de girasol (66%)', ' aceite de oliva virgen (20%)', ' perejil (7%)', ' ajo (6%) y sal. Puede contener trazas de huevo', ' mostaza', ' pescado', ' productos lácteos y piñones.']",Hacendado,"Aceite de girasol (66%), aceite de oliva virgen (20%), perejil (7%), ajo (6%) y sal. Puede contener trazas de huevo, mostaza, pescado, productos lácteos y piñones.",Conservar entre 2°C y 6°C,"Aliño Aceite, Ajo y Perejil",Productos Naturales de la Vega S.L.U,,,,,,ALIÑOS Y CONDIMENTOS,ADEREZOS Y ALIÑOS,none,none,none,"1 LITRO: 8,00 Euros",17265,ALIMENTACION
['Dióxido de azufre'],280 ML,,08480000049032,,El contenido de sal obedece exclusivamente al sodio presente de forma natural en el alimento. No procede de concentrado. El limón al ser un producto fresco está sujeto a la variabilidad de la madurez de la fruta. Este zumo proviene de exprimir 1 Kg de limones frescos cultivados en España.,,," LIMON EXPRIMIDO, HACENDADO, BOTELLA 280 cc",Limón exprimido Hacendado 280 ml.,"Av. Murcia 61, 30110 Cabezo de Torres (Murcia)",,Fuente de vitamina C,"['Zumo de limón exprimido (99', '98%)', ' antioxidante: Dióxido de azufre.']",Hacendado,"Zumo de limón exprimido (99,98%), antioxidante: Dióxido de azufre.",Conservar en lugar fresco y seco. Al abrir guardar en frigorífico 40 días como máximo.,Limón Exprimido,"J.R. Sabater, S.A",,España,,,,ALIÑOS Y CONDIMENTOS,ADEREZOS Y ALIÑOS,none,none,none,"1 LITRO: 3,14 Euros",4903,ALIMENTACION
[],85 g,,08480000341815,,,,," AJO GRANULADO (TAPON ROJO), HACENDADO, TARRO 85 g",Hacendado Ajo Granulado 85 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Ajo.,['Ajo.'],Hacendado,,Conservar en lugar fresco y seco.,Ajo granulado,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 0,79 Euros",34181,ALIMENTACION
[],20 g,,08480000341280,,,,," ALBAHACA (TAPON VERDE), HACENDADO, TARRO 20 g",Hacendado Albahaca 20 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Albahaca,['Albahaca'],Hacendado,,Conservar en lugar fresco y seco.,Albahaca,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 3,25 Euros",34128,ALIMENTACION
[],50 g,,08480000341235,,,,," ANIS GRANO (TAPÓN MARRON), HACENDADO, TARRO 50 g",Hacendado Anís en grano 50 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Anís,['Anís'],Hacendado,,Conservar en lugar fresco y seco.,Anís en grano,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,80 Euros",34123,ALIMENTACION
[],0.375 g,,08480000341150,,,,," AZAFRAN HEBRA, HACENDADO, CAJA 0.37 g",Hacendado Azafrán hebra 0.375 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Azafrán,['Azafrán'],Hacendado,,Conservar en lugar fresco y seco.,Azafrán hebra,"JESÚS NAVARRO, S.A.",12,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 432,43 Euros",34115,ALIMENTACION
[],0.4 g,,08480000341167,,,,," AZAFRAN MOLIDO, HACENDADO, CAJA 0.40 g",Hacendado Azafrán molido 0.4 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Azafrán,['Azafrán'],Hacendado,,Conservar en lugar fresco y seco.,Azafrán molido,"JESÚS NAVARRO, S.A.",16,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 387,50 Euros",34116,ALIMENTACION
"['soja', 'apio']",28 g,,08480000374097,,,,," BOLSA PARA ASAR PESCADO EN SU JUGO, HACENDADO, CAJA 2 u - 28 g",Hacendado Sazonador Pescado a las finas hierbas al horno y microondas 28 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Sal, almidón de maíz, cebolla, pimentón, azúcar, ajo, potenciador del sabor: E-621, corrector de acidez: E-331(i), proteína de soja hidrolizada, perejil, albahaca, pimienta, aromas, zanahoria y apio.","['Sal', ' almidón de maíz', ' cebolla', ' pimentón', ' azúcar', ' ajo', ' potenciador del sabor: E-621', ' corrector de acidez: E-331(i)', ' proteína de soja hidrolizada', ' perejil', ' albahaca', ' pimienta', ' aromas', ' zanahoria y apio.']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para pescado al horno,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 3,39 Euros",37409,ALIMENTACION
"['soja', 'apio']",60 g,,08480000374035,,,,," BOLSA PARA ASAR POLLO AL AJO Y LIMON, HACENDADO, CAJA 2 u - 60 g",Hacendado Sazonador Pollo al ajo y limón  al horno y microondas 60 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Ajo (21%), sal, almidón de maíz, aromas, cebolla, azúcar, pimentón, corrector de acidez: E-331(i), pimienta, proteína de soja hidrolizada, jengibre, perejil, potenciador de sabor: E-621, colorante: E-162, extracto de levadura, limón deshidratado (0,1%), zanahoria y apio.","['Ajo (21%)', ' sal', ' almidón de maíz', ' aromas', ' cebolla', ' azúcar', ' pimentón', ' corrector de acidez: E-331(i)', ' pimienta', ' proteína de soja hidrolizada', ' jengibre', ' perejil', ' potenciador de sabor: E-621', ' colorante: E-162', ' extracto de levadura', ' limón deshidratado (0', '1%)', ' zanahoria y apio.']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para hornear pollo con ajo y limón,"JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,58 Euros",37403,ALIMENTACION
"['apio', 'soja']",48 g,,08480000374028,,,,," BOLSA PARA ASAR POLLO COSTILLAS Y LOMO CON HIERBAS PROVENZALES, HACENDADO, CAJA  2 u - 48 g","Hacendado Sazonador Pollo, costillas a las hierbas provenzales al horno y al microondas 48 g","C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Sal, almidón de maíz, azúcar, tomate, corrector de acidez: E-331 (i), especias [hierbas provenzales 5,4% (albahaca, orégano, romero, tomillo, ajedrea, mejorana), pimentón, ajo, jengibre, cebolla, cilantro, perejil, cayena, apio], proteína de soja hidrolizada, potenciador del sabor: E-621, aromas, extracto de levadura y zanahoria.","['Sal', ' almidón de maíz', ' azúcar', ' tomate', ' corrector de acidez: E-331 (i)', ' especias [hierbas provenzales 5', '4% (albahaca', ' orégano', ' romero', ' tomillo', ' ajedrea', ' mejorana)', ' pimentón', ' ajo', ' jengibre', ' cebolla', ' cilantro', ' perejil', ' cayena', ' apio]', ' proteína de soja hidrolizada', ' potenciador del sabor: E-621', ' aromas', ' extracto de levadura y zanahoria.']",Hacendado,,Conservar en lugar fresco y seco.,"Sazonador para hornear pollo, costillas a las hierbas provenzales","JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,98 Euros",37402,ALIMENTACION
[],48 g,,08480000374141,,,,," BOLSA PARA ASAR POLLO Y COSTILLA SABOR BARBACOA, HACENDADO, CAJA 2 u - 48 g",Hacendado Sazonador Pollo - Costillas sabor barbacoa al horno y microondas 48 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,"Especias (cebolla, pimentón, ajo, jengibre, pimienta, perejil, cilantro), sal, azúcar, almidon de maíz, aroma, tomate en polvo, aroma de humo, corrector de acidez: E-331(i) y azúcar caramelizado","['Especias (cebolla', ' pimentón', ' ajo', ' jengibre', ' pimienta', ' perejil', ' cilantro)', ' sal', ' azúcar', ' almidon de maíz', ' aroma', ' tomate en polvo', ' aroma de humo', ' corrector de acidez: E-331(i) y azúcar caramelizado']",Hacendado,,Conservar en lugar fresco y seco.,Sazonador para hornear sabor barbacoa,"JESÚS NAVARRO, S.A.",2,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,98 Euros",37414,ALIMENTACION
[],52 g,,08480000341778,,,,," CANELA MOLIDA (TAPON ROJO), HACENDADO, TARRO 52 g",Hacendado Canela molida 52 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,Conservar en lugar fresco y seco.,Canela molida,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 0,98 Euros",34177,ALIMENTACION
[],180 g,,08480000341181,,,,," CANELA MOLIDA (TAPON ROJO), HACENDADO, TARRO 180 g",Hacendado Canela molida 180 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,,Canela molida,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"1 KILO: 9,17 Euros",34118,ALIMENTACION
[],18 g,,08480000341761,,,,," CANELA RAMA ( TAPÓN MARRON), HACENDADO, TARRO 18 g",Hacendado Canela en rama 18 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,Conservar en lugar fresco y seco.,Canela en rama,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 6,67 Euros",34176,ALIMENTACION
[],70 g,,08480000341174,,,,," CANELA RAMA (TAPÓN MARRON), HACENDADO, TARRO 70 g",Hacendado Canela en rama 70 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Canela,['Canela'],Hacendado,,,Canela rama,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 5,00 Euros",34117,ALIMENTACION
[],27 g,,08480000341785,,,,," CAYENA (GUINDILLA) (TAPÓN MARRON), HACENDADO, TARRO 27 g",Hacendado Cayena guindillas 27 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Cayena guindillas,['Cayena guindillas'],Hacendado,,Conservar en lugar fresco y seco.,Cayena guindillas,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 3,52 Euros",34178,ALIMENTACION
"['trigo', 'gluten']",150 g,,08718781824402,,,,," CEBOLLA FRITA CRUJIENTE, ONION SPECIALTIES, BOTE 150 g",Cebolla Frita Crujiente 150g,"Nisseweg 8, 4416 PK Kruiningen,Holanda",,"La cebolla frita es sabrosa, crujiente y está lista para usar. Es perfecta para hamburguesas, perritos calientes, carne a la brasa o a la plancha, pero también como tropezones crujientes en ensalada, cremas, gazpachos andaluz, salsas, sopas. Pruébala como toque final en tapas y pinchos.","['Cebolla (76%)', ' aceite vegetal de palma', ' harina de trigo y sal. Contiene gluten']",.,"Cebolla (76%), aceite vegetal de palma, harina de trigo y sal. Contiene gluten",,Cebolla frita crujiente,Onion Specialities International B.V.,,,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"1 KILO: 6,60 Euros",34208,ALIMENTACION
[],60 g,,08480000341389,,,,," CEBOLLA POLVO (TAPON ROJO), HACENDADO, TARRO 60 g",Hacendado Cebolla en polvo 60 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Cebolla,['Cebolla'],Hacendado,,Conservar en lugar fresco y seco.,Cebolla en polvo,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 1,58 Euros",34138,ALIMENTACION
[],42 g,,08480000341228,,,,," CLAVO GRANO (TAPÓN MARRON), HACENDADO, TARRO 42 g",Hacendado Clavo en grano 42 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,Clavo,['Clavo'],Hacendado,,Conservar en lugar fresco y seco.,Clavo en grano,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 2,62 Euros",34122,ALIMENTACION
[],35 g,,08480000341082,,,,," COLORANTE ALIMENTARIO SOBRES, HACENDADO, CAJA 35 g",Hacendado Colorante alimentario 35 g,"C/ISAAC PERAL, 46 03660 NOVELDA (ALICANTE)",,E-102: puede tener efectos negativos sobre la actividad y la atención de los niños.,"['Harina de maíz', ' colorante (tartracina E-102', ' 20%) y sal.']",Hacendado,"Harina de maíz, colorante (tartracina E-102, 20%) y sal.",Conservar en lugar fresco y seco.,Colorante alimentario,"JESÚS NAVARRO, S.A.",,España,,,,ALIÑOS Y CONDIMENTOS,ESPECIAS,none,none,none,"100 GR: 2,86 Euros",34108,ALIMENTACION
